,序号,股票代码,股票简称,相关,最新价,涨跌幅(%),PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业
35,236,687,*ST华讯,详细  数据  股吧,0.66,0.0,-,-,-0.23,-,12.59,31.8,通信设备
36,237,688,国城矿业,详细  数据  股吧,15.12,-1.24,85.65,82.86,6.9,2.16,8.86,50.48,有色金属
37,238,690,宝新能源,详细  数据  股吧,4.08,-1.21,12.04,10.77,0.79,-,0.92,6.09,电力行业
38,239,691,亚太实业,详细  数据  股吧,4.06,1.0,262.99,80.99,9.82,-,2.89,24.14,化学制品
39,240,692,惠天热电,详细  数据  股吧,3.27,-1.51,-,-,-2.78,-,0.83,-14.77,公用事业
40,241,695,滨海能源,详细  数据  股吧,8.11,-1.34,-,-,6.31,0.07,3.52,-34.0,造纸印刷
41,242,697,炼石航空,详细  数据  股吧,6.5,-0.15,-,-,13.62,0.41,4.19,-43.66,航天航空
42,243,698,沈阳化工,详细  数据  股吧,4.22,-0.47,-,32.62,0.86,0.95,0.39,4.72,石油行业
43,244,700,模塑科技,详细  数据  股吧,4.44,0.68,-,-,1.7,0.01,0.56,9.42,汽车零部件
44,245,701,厦门信达,详细  数据  股吧,6.66,4.06,74.22,78.54,6.9,-,0.03,0.63,商业百货
45,246,702,正虹科技,详细  数据  股吧,4.77,-1.65,-,-,4.23,0.01,0.98,-16.14,农牧饲渔
46,247,703,恒逸石化,详细  数据  股吧,8.46,-0.12,10.58,9.10,1.19,0.88,0.24,7.0,化纤行业
47,248,705,浙江震元,详细  数据  股吧,7.67,-2.29,34.46,33.16,1.38,-,0.69,32.7,医药商业
48,249,707,双环科技,详细  数据  股吧,12.66,-1.56,9.00,13.90,7.51,-,1.64,7.23,化学原料
49,250,708,中信特钢,详细  数据  股吧,17.16,-0.81,10.87,10.89,2.47,0.33,0.88,7.27,钢铁行业
0,251,709,河钢股份,详细  数据  股吧,2.33,0.0,9.82,9.20,0.48,0.18,0.17,1.71,钢铁行业
1,252,710,贝瑞基因,详细  数据  股吧,13.34,-2.7,-,-,1.92,-,3.38,31.49,医疗器械
2,253,711,京蓝科技,详细  数据  股吧,2.75,0.36,-,-,3.36,-,4.18,32.55,环保行业
3,254,712,锦龙股份,详细  数据  股吧,13.53,3.44,-,-,3.97,0.09,25.8,-12.05,证券
4,255,713,丰乐种业,详细  数据  股吧,9.81,0.72,34.12,32.92,3.2,0.02,2.37,110.22,农牧饲渔
5,256,715,中兴商业,详细  数据  股吧,5.88,-9.95,18.56,17.99,1.46,0.56,2.89,42.68,商业百货
6,257,716,黑芝麻,详细  数据  股吧,3.02,-2.58,-,-,0.86,-,0.58,4.65,食品饮料
7,258,717,韶钢松山,详细  数据  股吧,3.46,-0.86,5.19,4.36,0.76,1.88,0.19,3.88,钢铁行业
8,259,718,苏宁环球,详细  数据  股吧,3.76,-2.84,23.41,18.16,1.27,-,4.3,21.37,房地产开发
9,260,719,中原传媒,详细  数据  股吧,6.89,-0.72,7.23,7.23,0.74,1.42,0.77,3.98,文化传媒
10,261,720,新能泰山,详细  数据  股吧,5.26,-0.94,-,-,2.55,-,1.58,-18.99,电网设备
11,262,721,西安饮食,详细  数据  股吧,4.11,-0.48,-,-,3.33,0.00,4.49,118.44,旅游酒店
12,263,722,湖南发展,详细  数据  股吧,22.99,-9.98,76.44,89.12,3.38,3.16,20.97,427.56,电力行业
13,264,723,美锦能源,详细  数据  股吧,10.82,3.05,17.73,18.00,3.53,0.06,1.95,8.11,煤炭行业
14,265,725,京东方A,详细  数据  股吧,3.84,0.0,5.91,5.72,1.11,0.01,0.67,2.36,光学光电子
15,266,726,鲁泰A,详细  数据  股吧,7.2,0.42,14.78,18.39,0.79,0.04,1.1,17.33,纺织服装
16,267,727,冠捷科技,详细  数据  股吧,2.09,0.97,20.99,17.79,4.17,-,0.13,-2.62,光学光电子
17,268,728,国元证券,详细  数据  股吧,5.81,0.17,17.42,13.28,0.79,0.37,4.39,50.1,证券
18,269,729,燕京啤酒,详细  数据  股吧,6.79,0.74,56.71,83.93,1.43,4.38,1.56,12.55,酿酒行业
19,270,731,四川美丰,详细  数据  股吧,9.1,-0.98,7.66,9.37,1.48,0.01,1.17,5.5,化肥行业
20,271,732,ST泰禾,详细  数据  股吧,1.43,-2.72,-,-,0.37,-,0.75,2.55,房地产开发
21,272,733,振华科技,详细  数据  股吧,118.7,3.11,33.22,41.25,7.64,0.18,9.87,45.85,电子元件
22,273,735,罗牛山,详细  数据  股吧,5.92,-1.0,-,-,1.83,0.01,3.59,4.71,农牧饲渔
23,274,736,中交地产,详细  数据  股吧,21.6,-10.0,44.74,63.75,4.67,-,0.91,26.59,房地产开发
24,275,737,北方铜业,详细  数据  股吧,5.82,1.75,11.72,12.31,2.55,-,0.95,6.76,有色金属
25,276,738,航发控制,详细  数据  股吧,25.82,0.74,59.81,69.64,3.16,1.63,7.64,39.96,航天航空
26,277,739,普洛药业,详细  数据  股吧,23.24,-0.9,30.76,28.66,5.25,1.80,3.02,43.11,化学制药
27,278,750,国海证券,详细  数据  股吧,3.39,-0.29,28.71,24.14,0.99,4.07,3.87,1.11,证券
28,279,751,锌业股份,详细  数据  股吧,3.08,-0.65,24.49,18.89,1.47,-,0.18,113.81,有色金属
29,280,752,*ST西发,详细  数据  股吧,3.92,5.09,-,-,38.12,-,2.53,18.48,酿酒行业
30,281,753,漳州发展,详细  数据  股吧,3.78,-1.82,27.62,27.64,1.42,17.17,1.21,-6.08,汽车服务
31,282,755,山西路桥,详细  数据  股吧,3.93,-1.5,14.11,14.20,1.37,0.02,3.53,4.09,铁路公路
32,283,756,新华制药,详细  数据  股吧,25.01,-6.29,46.94,48.05,4.35,6.73,2.53,110.16,化学制药
33,284,757,浩物股份,详细  数据  股吧,3.88,3.47,31.81,29.78,1.45,0.67,0.61,11.8,汽车服务
34,285,758,中色股份,详细  数据  股吧,4.14,0.24,214.73,196.69,1.77,6.88,1.29,26.0,有色金属
35,286,759,中百集团,详细  数据  股吧,5.01,-3.47,-,-,1.11,2.14,0.28,4.53,商业百货
36,287,761,本钢板材,详细  数据  股吧,4.06,-0.73,7.42,6.67,0.76,0.02,0.21,9.99,钢铁行业
37,288,762,西藏矿业,详细  数据  股吧,36.87,5.95,76.16,137.01,8.38,0.17,22.31,32.19,采掘行业
38,289,766,通化金马,详细  数据  股吧,4.54,-2.78,118.62,124.40,1.9,-,2.94,30.55,化学制药
39,290,767,晋控电力,详细  数据  股吧,3.05,-2.24,-,2443.46,1.22,184.91,0.56,4.84,电力行业
40,291,768,中航西飞,详细  数据  股吧,25.12,2.53,103.46,106.52,4.37,-,2.07,-5.25,航天航空
41,292,776,广发证券,详细  数据  股吧,15.9,0.95,12.60,11.16,1.14,1.51,3.95,-11.45,证券
42,293,777,中核科技,详细  数据  股吧,9.74,-1.12,34.05,31.35,2.29,1.98,2.52,-49.67,通用设备
43,294,778,新兴铸管,详细  数据  股吧,4.79,-1.44,8.92,9.52,0.79,0.95,0.36,7.08,钢铁行业
44,295,779,甘咨询,详细  数据  股吧,13.37,10.04,16.35,15.55,2.05,2.43,1.96,81.14,工程咨询服务
45,296,782,美达股份,详细  数据  股吧,4.7,-2.08,44.92,44.12,1.65,2.12,0.74,185.94,化纤行业
46,297,783,长江证券,详细  数据  股吧,5.53,0.18,17.43,12.69,1.02,1.09,4.08,2.37,证券
47,298,785,居然之家,详细  数据  股吧,4.13,-0.24,12.19,11.60,1.37,0.16,2.1,4.53,商业百货
48,299,786,北新建材,详细  数据  股吧,30.2,0.43,14.38,14.54,2.62,0.64,2.37,15.64,装修建材
49,300,788,北大医药,详细  数据  股吧,8.06,-7.57,150.03,111.34,3.55,19.39,2.18,68.09,化学制药
0,301,789,万年青,详细  数据  股吧,11.31,-0.35,6.10,5.66,1.22,0.80,0.63,4.51,水泥建材
1,302,790,华神科技,详细  数据  股吧,4.89,-3.74,44.97,43.51,3.1,0.33,3.05,141.95,中药
2,303,791,甘肃电投,详细  数据  股吧,5.4,-0.55,29.63,28.20,1.09,-,3.68,6.27,电力行业
3,304,792,盐湖股份,详细  数据  股吧,29.4,4.63,22.24,35.67,12.39,0.15,8.24,20.56,化肥行业
4,305,793,华闻集团,详细  数据  股吧,2.35,-1.67,163.56,349.51,1.74,-,4.98,-27.79,文化传媒
5,306,795,英洛华,详细  数据  股吧,6.73,2.44,49.57,56.34,3.01,1.57,1.87,-38.99,小金属
6,307,796,ST凯撒,详细  数据  股吧,5.49,-5.02,-,-,95.83,-,5.37,-47.63,旅游酒店
7,308,797,中国武夷,详细  数据  股吧,3.69,-5.63,121.78,108.11,1.12,-,0.66,9.0,房地产开发
8,309,798,中水渔业,详细  数据  股吧,8.42,-3.11,-,-,5.29,-,6.05,35.88,农牧饲渔
9,310,799,酒鬼酒,详细  数据  股吧,139.84,1.05,39.63,50.85,11.23,0.48,10.83,32.16,酿酒行业
10,311,800,一汽解放,详细  数据  股吧,8.14,2.13,14.77,9.71,1.42,0.30,0.55,4.3,汽车整车
11,312,801,四川九洲,详细  数据  股吧,6.57,-0.9,44.80,46.36,2.45,0.46,1.87,18.0,家电行业
12,313,802,ST北文,详细  数据  股吧,3.52,-0.56,-,-,1.6,-,8.77,-4.91,文化传媒
13,314,803,北清环能,详细  数据  股吧,13.8,-2.68,43.45,59.81,3.61,0.34,4.95,-30.7,综合行业
14,315,806,*ST银河,详细  数据  股吧,2.15,1.9,-,-,-2.63,0.00,1.84,-48.71,电网设备
15,316,807,云铝股份,详细  数据  股吧,10.52,0.48,9.70,10.99,1.89,0.04,0.86,5.1,有色金属
16,317,809,ST新城,详细  数据  股吧,2.3,3.6,-,-,0.66,0.05,16.74,21.39,房地产开发
17,318,810,创维数字,详细  数据  股吧,14.59,0.27,32.71,36.78,3.37,2.90,1.36,91.53,家电行业
18,319,811,冰轮环境,详细  数据  股吧,9.1,0.55,22.76,22.56,1.46,0.60,1.23,16.53,通用设备
19,320,812,陕西金叶,详细  数据  股吧,5.35,-0.56,111.62,131.67,2.46,3.07,3.08,16.52,包装材料
20,321,813,德展健康,详细  数据  股吧,3.17,-1.86,-,-,1.31,-,9.89,376.61,化学制药
21,322,815,美利云,详细  数据  股吧,11.45,-1.29,-,-,3.76,-,6.62,451.04,造纸印刷
22,323,816,智慧农业,详细  数据  股吧,3.27,-1.8,116.66,101.46,2.13,-,2.21,108.56,通用设备
23,324,818,航锦科技,详细  数据  股吧,32.5,3.77,36.16,30.14,6.24,0.16,4.66,41.12,化学原料
24,325,819,岳阳兴长,详细  数据  股吧,10.44,0.1,38.41,48.96,3.41,0.23,1.28,83.02,石油行业
25,326,820,*ST节能,详细  数据  股吧,3.82,0.53,1.21,1.22,29.68,0.00,18.77,-15.66,环保行业
26,327,821,京山轻机,详细  数据  股吧,9.28,4.62,50.09,39.64,1.94,0.22,1.37,11.06,专用设备
27,328,822,山东海化,详细  数据  股吧,7.97,1.92,9.87,11.80,1.91,0.01,1.08,8.97,化学原料
28,329,823,超声电子,详细  数据  股吧,9.27,0.54,13.26,13.25,1.21,0.66,0.72,8.02,电子元件
29,330,825,太钢不锈,详细  数据  股吧,5.5,-1.08,5.48,4.97,0.86,0.02,0.3,2.24,钢铁行业
30,331,826,启迪环境,详细  数据  股吧,3.27,-0.61,-,-,0.68,0.01,0.55,6.23,环保行业
31,332,828,东莞控股,详细  数据  股吧,9.78,1.24,11.82,10.94,1.18,7.11,1.97,-18.93,铁路公路
32,333,829,天音控股,详细  数据  股吧,9.6,-0.41,48.03,47.58,3.75,4.37,0.14,-7.37,贸易行业
33,334,830,鲁西化工,详细  数据  股吧,18.84,0.27,7.26,7.77,1.86,0.01,1.08,4.09,化学原料
34,335,831,五矿稀土,详细  数据  股吧,26.9,2.44,100.72,135.03,9.53,-,7.73,-82.7,小金属
35,336,833,粤桂股份,详细  数据  股吧,7.8,3.86,17.72,20.07,1.66,0.09,1.69,11.93,综合行业
36,337,835,长动退,详细  数据  股吧,0.33,0.0,-,-,-0.1,0.00,58.8,-55.03,游戏
37,338,836,富通信息,详细  数据  股吧,2.5,0.0,48.02,463.41,2.28,6.06,1.92,-27.16,通信设备
38,339,837,秦川机床,详细  数据  股吧,7.76,3.6,25.83,24.85,2.12,0.32,1.51,22.61,通用设备
39,340,838,财信发展,详细  数据  股吧,7.59,-6.06,-,-,6.83,-,1.42,3.85,房地产开发
40,341,839,ST国安,详细  数据  股吧,2.06,-5.07,-,-,2.71,-,2.96,32.69,综合行业
41,342,848,承德露露,详细  数据  股吧,8.69,0.7,15.77,16.42,3.61,0.46,3.5,14.43,食品饮料
42,343,850,华茂股份,详细  数据  股吧,3.59,-1.37,9.71,7.05,0.74,0.05,0.96,15.66,纺织服装
43,344,851,高鸿股份,详细  数据  股吧,4.33,-0.69,303.20,321.41,1.1,2.85,0.6,-28.61,通信设备
44,345,852,石化机械,详细  数据  股吧,5.94,1.71,103.07,125.52,1.95,0.11,0.77,21.32,专用设备
45,346,856,冀东装备,详细  数据  股吧,7.42,-1.07,86.23,80.48,4.52,0.14,0.51,24.37,专用设备
46,347,858,五粮液,详细  数据  股吧,156.15,0.63,24.37,25.93,5.52,1.38,8.73,33.92,酿酒行业
47,348,859,国风新材,详细  数据  股吧,5.66,-0.7,17.34,17.97,1.81,0.12,2.5,21.16,塑料制品
48,349,860,顺鑫农业,详细  数据  股吧,20.41,0.25,-,147.99,1.92,4.21,1.14,-101.97,酿酒行业
49,350,861,海印股份,详细  数据  股吧,2.92,-2.67,-,-,2.29,0.00,5.13,9.67,综合行业
0,351,862,银星能源,详细  数据  股吧,6.38,-1.54,103.14,48.13,1.62,0.94,3.43,2.61,电力行业
1,352,863,三湘印象,详细  数据  股吧,3.2,-1.54,285.79,34.55,0.87,-,1.89,72.51,房地产开发
2,353,868,安凯客车,详细  数据  股吧,3.85,4.34,-,-,12.48,0.03,1.64,-10.56,汽车整车
3,354,869,张裕A,详细  数据  股吧,26.75,-1.62,36.39,36.66,1.71,6.08,4.6,16.52,酿酒行业
4,355,875,吉电股份,详细  数据  股吧,6.69,0.75,42.45,41.45,1.72,-,1.34,5.28,电力行业
5,356,876,新希望,详细  数据  股吧,14.29,-1.45,-,-,2.48,0.01,0.51,29.8,农牧饲渔
6,357,877,天山股份,详细  数据  股吧,12.18,-0.65,8.64,8.42,1.3,0.00,0.62,3.84,水泥建材
7,358,878,云南铜业,详细  数据  股吧,10.7,1.04,20.67,28.02,1.94,0.20,0.14,3.03,有色金属
8,359,880,潍柴重机,详细  数据  股吧,7.53,2.03,18.10,18.24,1.46,0.73,0.74,186.21,通用设备
9,360,881,中广核技,详细  数据  股吧,8.0,-0.62,39.51,42.80,1.23,-,0.89,14.46,化学制品
10,361,882,华联股份,详细  数据  股吧,1.8,-4.76,-,-,0.69,0.00,3.74,6.52,商业百货
11,362,883,湖北能源,详细  数据  股吧,4.22,-0.71,12.63,11.85,0.9,-,1.13,5.88,电力行业
12,363,885,城发环境,详细  数据  股吧,9.18,-1.4,5.93,6.12,1.01,0.12,0.97,4.83,铁路公路
13,364,886,海南高速,详细  数据  股吧,4.25,10.1,109.87,81.80,1.49,-,26.04,-34.36,房地产开发
14,365,887,中鼎股份,详细  数据  股吧,13.86,1.91,18.65,18.90,1.73,0.20,1.43,22.37,橡胶制品
15,366,888,峨眉山A,详细  数据  股吧,7.04,0.0,174.10,205.12,1.52,5.53,5.75,20.21,旅游酒店
16,367,889,ST中嘉,详细  数据  股吧,1.98,0.0,-,-,5.64,0.00,1.04,-20.85,通信服务
17,368,890,法尔胜,详细  数据  股吧,3.82,-0.52,67.01,40.05,44.25,-,2.18,-18.67,通用设备
18,369,892,欢瑞世纪,详细  数据  股吧,2.85,-2.06,-,-,1.85,-,5.16,39.73,文化传媒
19,370,893,亚钾国际,详细  数据  股吧,38.71,-0.79,25.31,32.73,5.99,0.02,23.82,45.34,化肥行业
20,371,895,双汇发展,详细  数据  股吧,29.59,-0.7,20.99,21.07,4.22,-,1.65,23.29,食品饮料
21,372,897,津滨发展,详细  数据  股吧,2.78,-3.47,8.81,9.20,2.3,0.07,2.14,4.09,房地产开发
22,373,898,鞍钢股份,详细  数据  股吧,3.4,-0.29,4.63,4.62,0.52,0.02,0.23,2.47,钢铁行业
23,374,899,赣能股份,详细  数据  股吧,5.43,-2.34,-,-,1.14,-,1.86,27.32,电力行业
24,375,900,现代投资,详细  数据  股吧,4.43,-0.89,13.34,10.77,0.64,0.77,0.46,2.11,铁路公路
25,376,901,航天科技,详细  数据  股吧,7.88,-0.51,289.30,197.05,1.5,-,1.09,34.65,汽车零部件
26,377,902,新洋丰,详细  数据  股吧,16.48,-0.06,16.68,17.77,2.6,0.63,1.65,25.6,化肥行业
27,378,903,云内动力,详细  数据  股吧,2.57,-0.39,-,70.31,0.9,1.39,0.67,-4.42,汽车零部件
28,379,905,厦门港务,详细  数据  股吧,7.55,-1.44,17.95,19.71,1.24,0.22,0.19,7.19,航运港口
29,380,906,浙商中拓,详细  数据  股吧,8.69,-1.81,7.17,7.15,1.59,0.14,0.03,-5.32,商业百货
30,381,908,景峰医药,详细  数据  股吧,3.85,10.0,-,-,10.94,-,3.89,666.07,化学制药
31,382,909,数源科技,详细  数据  股吧,7.12,10.05,54.02,53.68,1.75,0.99,1.54,-22.43,综合行业
32,383,910,大亚圣象,详细  数据  股吧,8.13,-1.57,8.86,7.48,0.73,-,0.51,7.01,装修建材
33,384,911,南宁糖业,详细  数据  股吧,9.38,-1.47,-,-,8.42,-,1.2,-4.34,食品饮料
34,385,912,泸天化,详细  数据  股吧,5.49,0.18,16.07,19.29,1.43,1.38,1.17,9.99,化肥行业
35,386,913,钱江摩托,详细  数据  股吧,10.74,-1.01,22.79,20.50,1.61,-,1.13,26.86,交运设备
36,387,915,华特达因,详细  数据  股吧,39.79,-1.02,21.82,24.52,3.88,0.71,4.35,10.41,化学制药
37,388,917,电广传媒,详细  数据  股吧,4.81,-1.23,19.93,20.64,0.66,-,1.58,50.27,文化传媒
38,389,918,嘉凯城,详细  数据  股吧,2.36,-3.67,-,-,5.12,3.44,3.33,8.74,房地产开发
39,390,919,金陵药业,详细  数据  股吧,6.97,-2.11,28.49,29.49,1.19,0.24,1.27,17.88,中药
40,391,920,沃顿科技,详细  数据  股吧,7.58,1.34,24.30,26.35,2.48,1.99,2.32,15.24,环保行业
41,392,921,海信家电,详细  数据  股吧,12.11,0.41,16.17,16.97,1.56,-,0.23,3.96,家电行业
42,393,922,佳电股份,详细  数据  股吧,8.26,1.98,23.17,23.19,1.79,-,1.54,-264.68,电机
43,394,923,河钢资源,详细  数据  股吧,13.79,-0.36,7.88,6.92,1.03,0.30,1.45,3.69,钢铁行业
44,395,925,众合科技,详细  数据  股吧,7.08,-0.14,20.97,19.70,1.47,0.07,1.39,11.73,交运设备
45,396,926,福星股份,详细  数据  股吧,6.44,-9.93,44.28,35.79,0.54,-,0.5,2.16,房地产开发
46,397,927,中国铁物,详细  数据  股吧,2.8,-0.36,17.15,17.34,2.14,4.10,0.28,-13.02,物流行业
47,398,928,中钢国际,详细  数据  股吧,5.95,-0.67,11.64,11.75,1.22,1.89,0.47,6.54,工程咨询服务
48,399,929,兰州黄河,详细  数据  股吧,7.65,0.66,189.08,74.35,2.13,1.80,5.08,-5.83,酿酒行业
49,400,930,中粮科技,详细  数据  股吧,8.59,-1.49,14.22,14.14,1.37,0.14,0.69,3.76,农牧饲渔
0,401,931,中关村,详细  数据  股吧,6.08,-0.82,-,-,2.9,0.03,2.26,31.29,化学制药
1,402,932,华菱钢铁,详细  数据  股吧,5.4,-0.18,3.83,3.85,0.78,0.07,0.21,4.02,钢铁行业
2,403,933,神火股份,详细  数据  股吧,13.28,-1.56,6.50,9.24,2.64,0.01,0.78,2.62,有色金属
3,404,935,四川双马,详细  数据  股吧,20.78,2.36,15.10,16.05,2.59,1.14,12.59,37.16,水泥建材
4,405,936,华西股份,详细  数据  股吧,4.7,-1.05,24.83,12.19,0.83,0.11,1.66,-22.39,化纤行业
5,406,937,冀中能源,详细  数据  股吧,7.05,-1.67,6.99,9.09,1.14,0.01,0.72,5.16,煤炭行业
6,407,938,紫光股份,详细  数据  股吧,17.85,0.9,22.74,23.77,1.68,1.79,0.73,-13.99,互联网服务
7,408,948,南天信息,详细  数据  股吧,10.9,-0.37,44.69,49.45,1.85,-,0.68,-3.7,软件开发
8,409,949,新乡化纤,详细  数据  股吧,3.5,-0.57,4.69,3.76,0.82,0.00,0.57,2.68,化纤行业
9,410,950,重药控股,详细  数据  股吧,4.75,-2.46,7.98,8.24,0.83,0.55,0.13,-22.91,医药商业
10,411,951,中国重汽,详细  数据  股吧,11.53,10.02,24.24,13.05,0.96,-,0.32,2.85,汽车整车
11,412,952,广济药业,详细  数据  股吧,6.93,-2.26,23.36,22.20,1.66,0.45,2.91,51.91,化学制药
12,413,953,河化股份,详细  数据  股吧,6.9,-10.04,807.93,252.16,14.34,14.77,16.14,332.38,化学制药
13,414,955,欣龙控股,详细  数据  股吧,4.12,-1.2,-,224.52,2.77,-,2.31,45.39,纺织服装
14,415,957,中通客车,详细  数据  股吧,5.78,10.1,-,-,1.36,0.01,0.72,4.93,汽车整车
15,416,958,电投产融,详细  数据  股吧,4.51,0.0,19.61,18.73,1.36,9.70,3.09,-134.14,综合行业
16,417,959,首钢股份,详细  数据  股吧,4.35,-0.46,4.81,4.82,0.79,0.02,0.25,2.46,钢铁行业
17,418,960,锡业股份,详细  数据  股吧,16.52,3.06,7.45,9.79,1.65,0.02,0.5,7.12,小金属
18,419,961,中南建设,详细  数据  股吧,3.35,-3.46,-,-,0.56,-,0.18,0.69,房地产开发
19,420,962,东方钽业,详细  数据  股吧,9.43,1.95,33.98,47.07,3.07,0.58,4.92,489.06,小金属
20,421,963,华东医药,详细  数据  股吧,34.35,2.23,26.74,26.11,3.48,-,1.74,23.06,化学制药
21,422,965,天保基建,详细  数据  股吧,6.54,-5.49,55.18,146.60,1.33,1.82,2.43,3.85,房地产开发
22,423,966,长源电力,详细  数据  股吧,5.13,-1.54,-,-,1.48,11.06,1.1,17.81,电力行业
23,424,967,盈峰环境,详细  数据  股吧,4.53,0.0,20.05,19.77,0.86,-,1.21,12.38,环保行业
24,425,968,蓝焰控股,详细  数据  股吧,10.85,-4.15,22.06,34.40,2.13,0.06,5.09,12.86,燃气
25,426,969,安泰科技,详细  数据  股吧,7.38,1.23,37.89,44.09,1.57,0.63,1.11,15.62,通用设备
26,427,970,中科三环,详细  数据  股吧,11.31,1.16,26.72,34.47,2.36,0.09,1.71,-14.1,小金属
27,428,971,ST高升,详细  数据  股吧,2.0,-0.99,-,-,2.48,-,2.92,-11.02,通信服务
28,429,972,*ST中基,详细  数据  股吧,1.84,1.66,-,-,20.12,-,7.12,-11.8,食品饮料
29,430,973,佛塑科技,详细  数据  股吧,4.06,0.5,31.64,32.22,1.57,0.45,1.59,13.26,塑料制品
30,431,975,银泰黄金,详细  数据  股吧,9.03,2.27,20.12,19.69,2.33,8.42,2.57,12.43,贵金属
31,432,976,华铁股份,详细  数据  股吧,4.02,0.0,16.05,16.25,1.45,-,3.41,4.83,交运设备
32,433,977,浪潮信息,详细  数据  股吧,24.74,-0.2,17.16,17.96,2.48,0.51,0.49,-1.59,计算机设备
33,434,978,桂林旅游,详细  数据  股吧,5.78,-0.52,-,-,2.02,-,9.43,-55.88,旅游酒店
34,435,980,*ST众泰,详细  数据  股吧,3.28,1.23,-,-,5.06,-,22.32,-12.28,汽车整车
35,436,981,*ST银亿,详细  数据  股吧,1.37,0.0,-,-,2.64,0.03,3.2,-15.35,汽车零部件
36,437,982,中银绒业,详细  数据  股吧,1.94,2.65,326.67,202.28,7.06,18.62,20.78,-76.06,纺织服装
37,438,983,山西焦煤,详细  数据  股吧,12.97,0.78,9.30,12.75,2.11,0.07,1.08,4.12,煤炭行业
38,439,985,大庆华科,详细  数据  股吧,16.74,9.99,77.16,168.98,3.57,11.66,0.97,59.75,化学制品
39,440,987,越秀金控,详细  数据  股吧,7.74,1.04,11.53,11.60,1.12,-,1.97,-3.11,多元金融
40,441,988,华工科技,详细  数据  股吧,18.28,1.61,21.05,24.15,2.41,0.63,1.64,115.86,电子元件
41,442,989,九芝堂,详细  数据  股吧,8.97,-2.07,27.13,28.81,1.9,-,2.03,16.0,中药
42,443,990,诚志股份,详细  数据  股吧,11.35,-5.1,17.08,14.10,0.8,0.13,1.13,9.11,化学原料
43,444,993,闽东电力,详细  数据  股吧,13.78,-6.39,36.39,52.53,3.05,0.06,9.77,8.48,电力行业
44,445,995,*ST皇台,详细  数据  股吧,14.5,1.75,-,-,20.51,-,22.77,-339.41,酿酒行业
45,446,996,中国中期,详细  数据  股吧,5.6,0.0,-,961.30,4.0,18.39,40.71,1890.89,汽车服务
46,447,997,新大陆,详细  数据  股吧,12.35,0.24,18.63,18.10,2.01,0.24,1.64,12.21,互联网服务
47,448,998,隆平高科,详细  数据  股吧,17.31,-2.31,298.46,365.06,3.8,-,6.41,18.57,农牧饲渔
48,449,999,华润三九,详细  数据  股吧,38.85,-2.34,16.96,18.58,2.36,0.52,2.46,18.54,中药
49,450,1201,东瑞股份,详细  数据  股吧,37.24,-1.77,-,31.21,2.15,28.96,7.58,-103.37,农牧饲渔
0,451,1202,炬申股份,详细  数据  股吧,14.45,-0.07,48.14,39.92,2.5,-,2.25,112.31,物流行业
1,452,1203,大中矿业,详细  数据  股吧,11.34,-0.35,9.94,10.52,3.14,0.06,3.13,8.28,钢铁行业
2,453,1205,盛航股份,详细  数据  股吧,19.45,-4.94,24.44,25.54,2.46,1.53,5.1,19.73,航运港口
